* Measurement data measured by REW V5.31.3
* Source: Microphone (Realtek High Definition Audio), no input selected, R, volume: no control
* Format: 64k Log Swept Sine, 4 sweeps at 12.0- dBFS with no timing reference
* Dated: 26/03/2025 09:34:59 ã
* REW Settings:
*  C-weighting compensation: Off
*  Target level: -8.0 dB
* Note: 
* Measurement: L1
* Smoothing: Psychoacoustic
* Frequency Step: 96 ppo
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
45.212928 76.226 -118.9651
45.540560 76.248 -119.4262
45.870565 76.270 -119.8962
46.202962 76.292 -120.3751
46.537768 76.313 -120.8628
46.875000 76.335 -121.3588
47.214676 76.357 -121.8627
47.556813 76.379 -122.3737
47.901429 76.401 -122.8910
48.248542 76.425 -123.4137
48.598171 76.448 -123.9407
48.950334 76.473 -124.4708
49.305048 76.498 -125.0028
49.662333 76.524 -125.5353
50.022206 76.550 -126.0670
50.384688 76.577 -126.5968
50.749796 76.605 -127.1233
51.117550 76.633 -127.6454
51.487969 76.662 -128.1620
51.861072 76.691 -128.6723
52.236879 76.721 -129.1754
52.615409 76.751 -129.6706
52.996681 76.780 -130.1575
53.380717 76.810 -130.6358
53.767536 76.839 -131.1053
54.157158 76.868 -131.5661
54.549603 76.897 -132.0184
54.944892 76.925 -132.4626
55.343045 76.952 -132.8991
55.744084 76.979 -133.3285
56.148028 77.005 -133.7517
56.554900 77.030 -134.1693
56.964720 77.054 -134.5824
57.377510 77.078 -134.9917
57.793291 77.101 -135.3983
58.212085 77.122 -135.8030
58.633914 77.143 -136.2068
59.058799 77.164 -136.6105
59.486764 77.183 -137.0150
59.917829 77.202 -137.4208
60.352019 77.221 -137.8286
60.789354 77.239 -138.2390
61.229859 77.256 -138.6521
61.673556 77.274 -139.0684
62.120468 77.291 -139.4878
62.570618 77.308 -139.9104
63.024031 77.325 -140.3360
63.480729 77.342 -140.7644
63.940736 77.360 -141.1951
64.404077 77.377 -141.6278
64.870776 77.394 -142.0619
65.340856 77.412 -142.4968
65.814343 77.430 -142.9321
