* Measurement data measured by REW V5.31.3
* Source: Microphone (Realtek High Definition Audio), no input selected, R, volume: no control
* Format: 64k Log Swept Sine, 4 sweeps at 12.0- dBFS with no timing reference
* Dated: 26/03/2025 09:53:40 ã
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: RO
* Smoothing: Psychoacoustic
* Frequency Step: 96 ppo
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
213.522869 71.961 169.9669
215.070144 71.929 169.6092
216.628631 71.896 169.2554
218.198411 71.861 168.9058
219.779567 71.826 168.5609
221.372180 71.789 168.2209
222.976334 71.752 167.8863
224.592112 71.713 167.5573
226.219600 71.673 167.2342
227.858880 71.633 166.9173
229.510039 71.591 166.6068
231.173164 71.549 166.3030
232.848340 71.505 166.0060
234.535655 71.461 165.7160
236.235197 71.416 165.4331
237.947054 71.370 165.1575
239.671317 71.323 164.8893
241.408074 71.276 164.6287
243.157416 71.228 164.3756
244.919435 71.179 164.1304
246.694223 71.130 163.8929
248.481871 71.080 163.6634
250.282473 71.029 163.4419
252.096123 70.978 163.2286
253.922915 70.927 163.0234
255.762945 70.875 162.8266
257.616309 70.823 162.6381
259.483103 70.770 162.4581
261.363424 70.717 162.2866
263.257372 70.664 162.1237
265.165043 70.611 161.9694
267.086538 70.558 161.8237
269.021957 70.505 161.6867
270.971401 70.451 161.5584
272.934972 70.398 161.4388
274.912771 70.345 161.3278
276.904902 70.292 161.2254
278.911469 70.239 161.1316
280.932577 70.186 161.0463
282.968330 70.134 160.9695
285.018835 70.082 160.9011
287.084199 70.031 160.8409
289.164530 69.979 160.7889
291.259935 69.929 160.7451
293.370525 69.879 160.7093
295.496408 69.830 160.6813
297.637697 69.781 160.6612
299.794503 69.733 160.6487
301.966937 69.686 160.6436
304.155114 69.640 160.6458
306.359147 69.594 160.6551
308.579152 69.550 160.6712
310.815244 69.506 160.6939
313.067539 69.463 160.7228
315.336156 69.421 160.7578
317.621211 69.380 160.7985
319.922826 69.341 160.8445
322.241118 69.302 160.8957
324.576210 69.264 160.9516
326.928223 69.228 161.0120
329.297280 69.193 161.0765
331.683504 69.159 161.1448
334.087019 69.127 161.2164
336.507952 69.096 161.2910
338.946427 69.066 161.3680
341.402572 69.038 161.4469
343.876516 69.012 161.5271
346.368387 68.987 161.6079
348.878315 68.965 161.6887
351.406431 68.943 161.7686
353.952867 68.924 161.8468
356.517756 68.906 161.9222
359.101230 68.890 161.9940
361.703426 68.876 162.0610
364.324478 68.864 162.1221
366.964523 68.853 162.1761
369.623699 68.843 162.2220
372.302145 68.835 162.2587
375.000000 68.828 162.2849
377.717405 68.822 162.2997
380.454501 68.817 162.3021
383.211431 68.813 162.2911
385.988339 68.808 162.2662
388.785369 68.804 162.2267
391.602668 68.800 162.1721
394.440383 68.795 162.1024
397.298660 68.790 162.0176
400.177650 68.783 161.9181
403.077502 68.775 161.8047
405.998368 68.766 161.6782
408.940400 68.755 161.5399
411.903750 68.741 161.3915
414.888575 68.726 161.2347
417.895028 68.708 161.0716
420.923268 68.688 160.9041
423.973452 68.666 160.7345
427.045738 68.641 160.5650
430.140287 68.613 160.3976
433.257261 68.584 160.2342
436.396822 68.552 160.0767
439.559133 68.518 159.9266
442.744360 68.483 159.7852
445.952668 68.445 159.6537
449.184225 68.407 159.5329
452.439199 68.367 159.4236
455.717760 68.326 159.3260
459.020079 68.284 159.2408
462.346327 68.242 159.1677
465.696680 68.199 159.1069
469.071310 68.157 159.0580
472.470394 68.114 159.0208
475.894109 68.072 158.9948
479.342634 68.030 158.9794
482.816148 67.989 158.9739
486.314833 67.948 158.9779
489.838871 67.907 158.9905
493.388445 67.868 159.0111
496.963741 67.829 159.0390
500.564945 67.790 159.0737
504.192245 67.753 159.1146
507.845830 67.715 159.1613
511.525890 67.679 159.2133
515.232618 67.643 159.2703
518.966206 67.607 159.3321
522.726849 67.572 159.3984
526.514743 67.537 159.4690
530.330086 67.502 159.5436
534.173076 67.468 159.6220
538.043915 67.435 159.7039
541.942803 67.402 159.7890
545.869944 67.369 159.8770
549.825542 67.337 159.9676
553.809805 67.305 160.0605
557.822939 67.274 160.1553
561.865154 67.243 160.2519
565.936660 67.213 160.3499
570.037671 67.184 160.4492
574.168399 67.155 160.5496
578.329060 67.126 160.6508
582.519870 67.099 160.7527
586.741049 67.071 160.8550
590.992817 67.044 160.9579
595.275394 67.018 161.0610
599.589005 66.993 161.1644
603.933874 66.968 161.2682
608.310228 66.943 161.3724
612.718295 66.919 161.4772
617.158304 66.896 161.5826
621.630488 66.873 161.6888
626.135079 66.850 161.7957
630.672311 66.828 161.9035
635.242423 66.807 162.0120
639.845651 66.786 162.1213
644.482237 66.765 162.2312
649.152421 66.745 162.3418
653.856447 66.726 162.4529
658.594560 66.707 162.5647
663.367008 66.689 162.6771
668.174039 66.671 162.7903
673.015903 66.654 162.9042
677.892854 66.637 163.0191
682.805145 66.621 163.1349
687.753032 66.606 163.2517
692.736774 66.591 163.3696
697.756631 66.578 163.4887
702.812863 66.564 163.6089
707.905735 66.552 163.7301
713.035511 66.540 163.8524
718.202461 66.529 163.9756
723.406852 66.519 164.0994
728.648956 66.510 164.2237
733.929047 66.501 164.3482
739.247399 66.493 164.4726
744.604290 66.486 164.5966
750.000000 66.479 164.7202
755.434809 66.473 164.8432
760.909001 66.468 164.9654
766.422861 66.464 165.0867
771.976677 66.460 165.2070
777.570739 66.457 165.3263
783.205337 66.454 165.4442
788.880766 66.453 165.5605
794.597321 66.452 165.6747
800.355301 66.452 165.7865
806.155005 66.453 165.8951
811.996736 66.455 166.0000
817.880799 66.457 166.1003
823.807501 66.460 166.1955
829.777150 66.464 166.2849
835.790057 66.468 166.3679
841.846536 66.472 166.4441
847.946903 66.477 166.5132
854.091476 66.483 166.5749
860.280575 66.488 166.6291
866.514523 66.494 166.6758
872.793644 66.500 166.7150
879.118267 66.506 166.7465
885.488720 66.511 166.7704
891.905336 66.517 166.7865
898.368450 66.523 166.7947
904.878398 66.528 166.7950
911.435520 66.533 166.7875
918.040157 66.538 166.7724
924.692655 66.541 166.7502
931.393359 66.544 166.7215
938.142619 66.547 166.6874
944.940787 66.548 166.6489
951.788218 66.548 166.6073
958.685268 66.547 166.5638
965.632296 66.545 166.5197
972.629666 66.543 166.4756
979.677741 66.539 166.4326
986.776890 66.535 166.3908
993.927482 66.531 166.3506
1001.129891 66.527 166.3116
1008.384491 66.522 166.2735
1015.691660 66.518 166.2357
1023.051781 66.514 166.1977
1030.465236 66.510 166.1588
1037.932411 66.506 166.1182
1045.453698 66.503 166.0754
1053.029486 66.499 166.0300
1060.660172 66.496 165.9815
1068.346153 66.493 165.9294
1076.087829 66.490 165.8736
1083.885605 66.487 165.8138
1091.739887 66.484 165.7497
1099.651084 66.480 165.6813
1107.619609 66.476 165.6086
1115.645878 66.472 165.5314
1123.730308 66.466 165.4498
1131.873321 66.460 165.3638
1140.075341 66.453 165.2736
1148.336797 66.446 165.1791
1156.658119 66.437 165.0809
1165.039741 66.427 164.9791
1173.482099 66.416 164.8743
1181.985634 66.404 164.7672
1190.550789 66.390 164.6586
1199.178011 66.375 164.5493
1207.867749 66.359 164.4405
1216.620457 66.342 164.3331
1225.436590 66.324 164.2283
1234.316609 66.304 164.1270
1243.260976 66.284 164.0301
1252.270157 66.263 163.9386
1261.344623 66.241 163.8530
1270.484846 66.218 163.7737
1279.691303 66.195 163.7010
1288.964474 66.172 163.6349
1298.304842 66.149 163.5752
1307.712894 66.126 163.5214
1317.189120 66.103 163.4731
1326.734016 66.080 163.4294
1336.348077 66.057 163.3898
1346.031806 66.035 163.3535
1355.785708 66.013 163.3201
1365.610290 65.991 163.2890
1375.506065 65.969 163.2599
1385.473549 65.948 163.2325
1395.513261 65.927 163.2069
1405.625726 65.906 163.1829
1415.811469 65.885 163.1607
1426.071023 65.864 163.1404
1436.404921 65.842 163.1219
1446.813703 65.821 163.1055
1457.297912 65.800 163.0912
1467.858093 65.778 163.0788
1478.494798 65.756 163.0683
1489.208581 65.734 163.0596
1500.000000 65.712 163.0526
1510.869618 65.690 163.0471
1521.818002 65.668 163.0433
1532.845723 65.646 163.0408
1543.953355 65.623 163.0399
1555.141477 65.601 163.0404
1566.410674 65.579 163.0424
1577.761531 65.558 163.0461
1589.194642 65.536 163.0513
1600.710601 65.516 163.0583
1612.310010 65.495 163.0669
1623.993473 65.476 163.0771
1635.761599 65.457 163.0885
1647.615002 65.440 163.1008
1659.554299 65.423 163.1133
1671.580114 65.407 163.1253
1683.693072 65.393 163.1357
1695.893807 65.379 163.1436
1708.182952 65.367 163.1478
1720.561150 65.356 163.1472
1733.029045 65.345 163.1410
1745.587288 65.336 163.1282
1758.236533 65.327 163.1082
1770.977440 65.319 163.0803
1783.810673 65.311 163.0442
1796.736900 65.304 162.9993
1809.756796 65.298 162.9450
1822.871040 65.291 162.8809
1836.080315 65.285 162.8062
1849.385310 65.280 162.7200
1862.786718 65.274 162.6215
1876.285239 65.268 162.5095
1889.881575 65.262 162.3831
1903.576436 65.255 162.2410
1917.370535 65.248 162.0822
1931.264593 65.239 161.9055
1945.259332 65.230 161.7101
1959.355483 65.220 161.4951
1973.553781 65.207 161.2597
1987.854965 65.193 161.0033
2002.259781 65.177 160.7255
2016.768981 65.158 160.4260
2031.383320 65.136 160.1050
2046.103561 65.111 159.7630
2060.930471 65.081 159.4011
2075.864823 65.048 159.0206
2090.907395 65.009 158.6240
2106.058972 64.965 158.2141
2121.320344 64.915 157.7945
2136.692305 64.859 157.3699
2152.175658 64.795 156.9453
2167.771210 64.724 156.5268
2183.479774 64.645 156.1209
2199.302169 64.558 155.7347
2215.239219 64.463 155.3755
2231.291755 64.360 155.0512
2247.460615 64.249 154.7693
2263.746641 64.131 154.5371
2280.150683 64.005 154.3614
2296.673595 63.873 154.2480
2313.316238 63.736 154.2017
2330.079481 63.594 154.2257
2346.964198 63.449 154.3213
2363.971268 63.303 154.4881
2381.101578 63.155 154.7236
2398.356022 63.008 155.0236
2415.735498 62.863 155.3823
2433.240913 62.720 155.7932
2450.873180 62.580 156.2493
2468.633217 62.443 156.7442
2486.521951 62.310 157.2731
2504.540314 62.179 157.8330
2522.689246 62.052 158.4239
2540.969692 61.926 159.0488
2559.382606 61.802 159.7142
2577.928947 61.678 160.4294
2596.609683 61.555 161.2067
2615.425787 61.433 162.0600
2634.378241 61.312 163.0041
2653.468031 61.194 164.0530
2672.696154 61.081 165.2188
2692.063613 60.976 166.5094
2711.571415 60.880 167.9275
2731.220579 60.800 169.4690
2751.012130 60.736 171.1227
2770.947098 60.694 172.8697
2791.026522 60.676 174.6851
2811.251451 60.683 176.5390
2831.622938 60.718 178.3997
2852.142045 60.778 -179.7648
2872.809842 60.864 -177.9835
2893.627406 60.973 -176.2809
2914.595823 61.103 -174.6761
2935.716186 61.250 -173.1823
2956.989596 61.413 -171.8073
2978.417161 61.587 -170.5544
3000.000000 61.772 -169.4230
3021.739237 61.965 -168.4105
3043.636005 62.164 -167.5125
3065.691446 62.367 -166.7242
3087.906710 62.575 -166.0409
3110.282955 62.785 -165.4583
3132.821347 62.998 -164.9728
3155.523062 63.212 -164.5815
3178.389283 63.426 -164.2825
3201.421202 63.640 -164.0742
3224.620020 63.853 -163.9557
3247.986946 64.065 -163.9261
3271.523198 64.274 -163.9848
3295.230004 64.480 -164.1311
3319.108599 64.683 -164.3642
3343.160228 64.881 -164.6830
3367.386145 65.075 -165.0859
3391.787613 65.262 -165.5715
3416.365904 65.443 -166.1374
3441.122300 65.618 -166.7813
3466.058091 65.784 -167.5002
3491.174576 65.942 -168.2908
3516.473066 66.091 -169.1494
3541.954880 66.231 -170.0719
3567.621345 66.360 -171.0539
3593.473800 66.480 -172.0906
3619.513592 66.588 -173.1772
3645.742080 66.685 -174.3082
3672.160630 66.770 -175.4782
3698.770620 66.844 -176.6813
3725.573436 66.905 -177.9115
3752.570477 66.954 -179.1623
3779.763150 66.990 179.5732
3807.152872 67.014 178.3018
3834.741071 67.024 177.0312
3862.529185 67.022 175.7690
3890.518664 67.007 174.5230
3918.710966 66.979 173.3013
3947.107561 66.939 172.1122
3975.709929 66.887 170.9636
4004.519563 66.824 169.8633
4033.537962 66.751 168.8188
4062.766641 66.669 167.8367
4092.207123 66.578 166.9227
4121.860942 66.480 166.0813
4151.729646 66.378 165.3155
4181.814790 66.271 164.6265
4212.117944 66.163 164.0136
4242.640687 66.055 163.4742
4273.384610 65.949 163.0035
4304.351317 65.846 162.5952
4335.542421 65.749 162.2410
4366.959549 65.659 161.9314
4398.604338 65.576 161.6561
4430.478438 65.502 161.4040
4462.583511 65.438 161.1642
4494.921231 65.382 160.9258
4527.493283 65.336 160.6788
4560.301365 65.299 160.4140
4593.347189 65.270 160.1232
4626.632476 65.248 159.7996
4660.158962 65.232 159.4373
4693.928395 65.222 159.0320
4727.942535 65.216 158.5802
4762.203156 65.214 158.0795
4796.712043 65.213 157.5284
4831.470996 65.215 156.9259
4866.481826 65.217 156.2715
4901.746360 65.219 155.5649
4937.266434 65.221 154.8061
4973.043902 65.221 153.9948
5009.080628 65.221 153.1308
5045.378492 65.218 152.2137
5081.939384 65.214 151.2427
5118.765212 65.207 150.2172
5155.857894 65.197 149.1359
5193.219366 65.185 147.9975
5230.851574 65.169 146.8005
5268.756481 65.150 145.5435
5306.936062 65.126 144.2245
5345.392309 65.098 142.8420
5384.127225 65.065 141.3946
5423.142830 65.026 139.8807
5462.441159 64.981 138.2993
5502.024259 64.928 136.6497
5541.894195 64.867 134.9317
5582.053045 64.797 133.1454
5622.502902 64.718 131.2917
5663.245876 64.627 129.3719
5704.284090 64.524 127.3880
5745.619684 64.409 125.3427
5787.254813 64.280 123.2391
5829.191647 64.137 121.0811
5871.432373 63.979 118.8731
5913.979192 63.804 116.6197
5956.834323 63.613 114.3258
6000.000000 63.404 111.9965
6043.478473 63.177 109.6367
6087.272010 62.933 107.2511
6131.382892 62.669 104.8438
6175.813420 62.387 102.4182
6220.565910 62.085 99.9770
6265.642695 61.765 97.5219
6311.046124 61.425 95.0531
6356.778566 61.066 92.5702
6402.842404 60.688 90.0710
6449.240040 60.291 87.5521
6495.973891 59.876 85.0085
6543.046396 59.442 82.4336
6590.460007 58.990 79.8182
6638.217197 58.519 77.1502
6686.320456 58.030 74.4128
6734.772290 57.523 71.5822
6783.575226 56.999 68.6241
6832.731809 56.457 65.4873
6882.244600 55.898 62.0949
6932.116181 55.324 58.3286
6982.349153 54.737 54.0032
7032.946133 54.139 48.8248
7083.909760 53.535 42.3223
7135.242690 52.934 33.7535
7186.947600 52.348 22.0622
7239.027185 51.794 6.2618
7291.484160 51.297 -13.0582
7344.321260 50.888 -32.4192
7397.541239 50.597 -48.1737
7451.146872 50.452 -59.5327
7505.140954 50.462 -67.4597
7559.526299 50.618 -73.0706
7614.305743 50.893 -77.1793
7669.482141 51.254 -80.3230
7725.058371 51.671 -82.8532
7781.037328 52.116 -85.0043
7837.421932 52.571 -86.9348
7894.215122 53.023 -88.7531
7951.419859 53.462 -90.5326
8009.039125 53.882 -92.3216
8067.075924 54.278 -94.1502
8125.533282 54.649 -96.0344
8184.414245 54.991 -97.9799
8243.721885 55.303 -99.9835
8303.459292 55.584 -102.0360
8363.629581 55.832 -104.1224
8424.235888 56.048 -106.2235
8485.281374 56.231 -108.3159
8546.769221 56.381 -110.3731
8608.702634 56.499 -112.3661
8671.084842 56.587 -114.2638
8733.919097 56.646 -116.0343
8797.208675 56.681 -117.6462
8860.956876 56.694 -119.0706
8925.167022 56.692 -120.2831
8989.842461 56.680 -121.2672
9054.986566 56.668 -122.0167
9120.602731 56.662 -122.5383
9186.694378 56.671 -122.8528
9253.264952 56.702 -122.9956
9320.317925 56.760 -123.0138
9387.856790 56.849 -122.9623
9455.885071 56.969 -122.8990
9524.406312 57.117 -122.8790
9593.424086 57.290 -122.9498
9662.941992 57.481 -123.1495
9732.963653 57.686 -123.5045
9803.492719 57.899 -124.0311
9874.532869 58.113 -124.7362
9946.087805 58.326 -125.6199
10018.161257 58.531 -126.6769
10090.756983 58.728 -127.8982
10163.878768 58.912 -129.2729
10237.530423 59.083 -130.7885
10311.715789 59.237 -132.4321
10386.438732 59.375 -134.1904
10461.703149 59.494 -136.0504
10537.512962 59.595 -137.9990
10613.872125 59.677 -140.0236
10690.784618 59.738 -142.1121
10768.254450 59.780 -144.2526
10846.285661 59.802 -146.4342
10924.882318 59.804 -148.6465
11004.048518 59.786 -150.8804
11083.788390 59.749 -153.1271
11164.106090 59.694 -155.3798
11245.005805 59.621 -157.6320
11326.491752 59.530 -159.8790
11408.568180 59.423 -162.1171
11491.239368 59.301 -164.3433
11574.509626 59.164 -166.5557
11658.383294 59.012 -168.7524
11742.864745 58.846 -170.9317
11827.958384 58.666 -173.0915
11913.668646 58.473 -175.2287
12000.000000 58.264 -177.3391
12086.956947 58.042 -179.4172
12174.544019 57.804 178.5443
12262.765784 57.550 176.5538
12351.626840 57.280 174.6209
12441.131819 56.993 172.7559
12531.285389 56.689 170.9692
12622.092249 56.369 169.2709
12713.557132 56.031 167.6696
12805.684808 55.677 166.1725
12898.480079 55.308 164.7841
12991.947783 54.923 163.5061
13086.092792 54.526 162.3371
13180.920015 54.116 161.2721
13276.434395 53.696 160.3029
13372.640911 53.267 159.4182
13469.544580 52.831 158.6044
13567.150452 52.390 157.8461
13665.463617 51.946 157.1278
13764.489200 51.499 156.4347
13864.232362 51.051 155.7539
13964.698305 50.603 155.0762
14065.892266 50.155 154.3967
14167.819519 49.708 153.7162
14270.485380 49.261 153.0414
14373.895200 48.813 152.3865
14478.054370 48.363 151.7729
14582.968320 47.911 151.2312
14688.642520 47.455 150.8015
14795.082478 46.996 150.5360
14902.293745 46.532 150.5001
15010.281908 46.065 150.7744
15119.052599 45.595 151.4552
15228.611486 45.126 152.6509
15338.964283 44.660 154.4731
15450.116741 44.203 157.0153
15562.074656 43.760 160.3185
15674.843864 43.339 164.3257
15788.430244 42.945 168.8465
15902.839718 42.584 173.5648
16018.078250 42.260 178.1068
16134.151848 41.971 -177.8560
16251.066563 41.715 -174.5300
16368.828491 41.483 -171.9832
16487.443769 41.268 -170.1765
16606.918584 41.058 -169.0096
16727.259161 40.844 -168.3595
16848.471777 40.618 -168.1040
16970.562748 40.371 -168.1343
17093.538442 40.100 -168.3599
17217.405268 39.800 -168.7087
17342.169684 39.470 -169.1260
17467.838194 39.111 -169.5724
17594.417350 38.723 -170.0203
17721.913751 38.312 -170.4520
17850.334044 37.882 -170.8566
17979.684923 37.442 -171.2276
18109.973131 37.002 -171.5612
18241.205462 36.574 -171.8546
18373.388756 36.173 -172.1057
18506.529905 35.813 -172.3126
18640.635849 35.509 -172.4746
18775.713581 35.267 -172.5935
18911.770141 35.090 -172.6741
19048.812624 34.971 -172.7238
19186.848172 34.899 -172.7514
19325.883983 34.861 -172.7649
19465.927305 34.843 -172.7705
19606.985439 34.837 -172.7725
19749.065738 34.835 -172.7729
19892.175609 34.835 -172.7731
20036.322514 34.835 -172.7731
